id,createdTime,NAME,PHYLUM,SUBPHYLUM,CLASS,ORDER,SUBORDER,FAMILY,GENUS,POPU-SIZE,LIFESPAN(Y),TOPSPEED(KM/H),WEIGHT(KG),LENGTH(CM),HEIGHT(CM),ACTIVITY-PERIOD,REPRODUCTION,LIFESTYLE,SOCIAL,DOMESTICATED,TYPE,KINGDOM,EUROPE,ASIA,OCEANIA,SOUTH-AMERICA,NORTH-AMERICA,ANTARCTICA,AFRICA,POPU-STATUS,POPU-TREND,MATING-BEHAVIOR,REPRODUCTION-SEASON,PREGNANCY-DURATION(M),BABY-CARRYING(M),INDEPENDENT-AGE(M),FOREST,DUNES,RIVERS,MARINE,REEF,SEMI-DESERT,STEPPE,FRESHWATTER,ABYSSAL-ZONE,ICECAP,WETLANDS,MARSH,LAKES,COASTAL,CHAPARRAL,SHRUBLAND,RAINFOREST,INTERTIDAL-ZONE,URBAN,BENTHIC,ROCKY-AREAS,GRASSLAND,SAVANNA,MOUNTAINS,RIPARIAN,NERITIC-ZONE,ANTROPHOGENIC,ESTUARIES,OCEANIC-PELAGIC-ZONE,CAVES,AGRICULTURAL,ARID,COLD,TEMPERATE,POLAR,TROPICAL,POISONOUS
recpG5VaKXMnBptGt,2023-11-04T18:51:15.000Z,Central Texas pocket gopher,Chordata,Vertebrata,Mammalia,Rodentia,Geomyidae,Geomys,,1114.3499755859375,,,0.15850000083446503,23.049999237060547,,[nan],,Not a migrant,Solitary,No domesticated,Terrestrial,Animalia,No,No,No,No,Yes,No,No,Least concern (LC),,Polygyny,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No
recpP4TLyZ5tyQGDW,2023-11-04T18:50:09.000Z,Southern Right Whale Dolphin,Chordata,Vertebrata,Mammalia,Artiodactyla,Cetacea,Delphinidae,Lissodelphis,,,40.0,80.0,2.25,,[nan],,,Social,No domesticated,Aquatic,Animalia,No,No,No,Yes,No,Yes,Yes,Least concern (LC),,,,,,,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No
recpPCQ7wKrfozUZb,2023-11-04T18:50:46.000Z,Northern bog lemming,Chordata,Vertebrata,Mammalia,Rodentia,Cricetidae,Synaptomys,,189000.0,,,0.03099999949336052,133.0,,[nan],,,,No domesticated,Terrestrial,Animalia,No,No,No,No,Yes,No,No,Least concern (LC),,,,,,,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No
recpSYYUqOqQETiNA,2023-11-04T18:49:40.000Z,Hooded Skunk,Chordata,Vertebrata,Mammalia,Carnivora,Caniformia,Mephitidae,Mephitis,,3.0,,1.2000000476837158,674.0,,['Nocturnal'],,Not a migrant,Solitary,No domesticated,Terrestrial,Animalia,No,No,No,No,Yes,No,No,Least concern (LC),Increasing,,February-March,2.0,,,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No
recpSxNsHCFFOVYLN,2023-11-04T18:50:09.000Z,Common Spotted Cuscus,Chordata,Vertebrata,Mammalia,Marsupialia,Diprotodontia,Phalangeridae,Spilocuscus,,11.0,,3.75,50.0,,['Nocturnal'],,Not a migrant,Solitary,No domesticated,Terrestrial,Animalia,No,Yes,Yes,No,No,No,No,Least concern (LC),Stable,Polygyny,year-round,0.4000000059604645,,6.5,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No
recpUA5goDeGTLjEU,2023-11-04T18:49:27.000Z,Southern Tamandua,Chordata,Vertebrata,Mammalia,Pilosa,Myrmecophagidae,Tamandua,,,12.5,,4.949999809265137,61.0,,['Nocturnal'],,Not a migrant,Solitary,No domesticated,Terrestrial,Animalia,No,No,No,Yes,Yes,No,No,Least concern (LC),,,during,4.699999809265137,,12.0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No
recpWweYjXv93qngl,2023-11-04T18:50:03.000Z,Spotted linsang,Chordata,Vertebrata,Mammalia,Carnivora,Prionodontidae,Prionodon,,,,,595.0,39.5,,['Nocturnal'],,Not a migrant,Solitary,No domesticated,Terrestrial,Animalia,No,Yes,No,No,No,No,No,Least concern (LC),Decreasing,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No
recpXznlkbI7RsjBs,2023-11-04T18:50:10.000Z,Parma Wallaby,Chordata,Vertebrata,Mammalia,Marsupialia,Diprotodontia,Macropodidae,Macropus,5.5,10.5,60.0,4.5,1.0,,['Nocturnal'],,Not a migrant,Solitary,No domesticated,Terrestrial,Animalia,No,No,Yes,No,No,No,No,Near Threatened (NT),,Polygynandry,March-July,1.2000000476837158,,10.0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No
recpYWxxYipxaEyeE,2023-11-04T18:49:23.000Z,Chinese Mountain Cat,Chordata,Vertebrata,Mammalia,Carnivora,Feliformia,Felidae,Felinae,,,,7.75,76.5,,['Nocturnal'],,Not a migrant,Solitary,No domesticated,Terrestrial,Animalia,No,Yes,No,No,No,No,No,Vulnerable (VU),Decreasing,Polygynandry,January-March,2.200000047683716,,7.5,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No
recpeLY8W7ofu2B1T,2023-11-04T18:49:10.000Z,Bighorn Sheep,Chordata,Vertebrata,Mammalia,Artiodactyla,Bovidae,Caprinae,Ovis,70000.0,11.5,30.0,88.5,170.0,90.0,['Diurnal'],Viviparous,Migrating,Social,No domesticated,Terrestrial,Animalia,No,No,No,No,Yes,No,No,Least concern (LC),Stable,Polygyny,November-December,5.5,,5.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No
recpfeG2AWb9hixpI,2023-11-04T18:49:43.000Z,Hispaniolan Solenodon,Chordata,Vertebrata,Mammalia,Eulipotyphla,Solenodontidae,Solenodon,,,11.0,,800.0,60.5,,['Nocturnal'],,Not a migrant,Social,No domesticated,Terrestrial,Animalia,No,No,No,Yes,Yes,No,No,Endangered (EN),Decreasing,,year-round,2.799999952316284,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No
recpgDlTc8nYH47y2,2023-11-04T18:50:21.000Z,Northern Pika,Chordata,Vertebrata,Mammalia,Lagomorpha,Ochotonidae,Ochotona,,,3.0,,150.0,15.5,,"['Nocturnal', 'Diurnal']",,Not a migrant,Social,No domesticated,Terrestrial,Animalia,Yes,Yes,No,No,No,No,No,Least concern (LC),Stable,Polygynandry,"spring,",0.8999999761581421,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No
recphytQsYWTuaQqo,2023-11-04T18:49:44.000Z,Balkan Lynx,Chordata,Vertebrata,Mammalia,Carnivora,Feliformia,Felidae,Lynx,45000.0,19.0,80.0,19.0,105.0,67.5,['Nocturnal'],Viviparous,Not a migrant,Solitary,No domesticated,Terrestrial,Animalia,Yes,No,No,No,No,No,No,Critically endangered (CR),,Polygyny,February,,,10.0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No
recpjOsb1tbCiUf3p,2023-11-04T18:49:27.000Z,South American Cougar,Chordata,Vertebrata,Mammalia,Carnivora,Feliformia,Felidae,Puma,,15.0,45.0,,,,['Nocturnal'],Viviparous,Not a migrant,Solitary,No domesticated,Terrestrial,Animalia,No,No,No,Yes,No,No,No,,,Polygyny,year-round,3.0999999046325684,,18.0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No
recpk7S0omwOfOifn,2023-11-04T18:49:02.000Z,Fennec Fox,Chordata,Vertebrata,Mammalia,Carnivora,Caniformia,Canidae,Vulpes,,11.0,40.0,1.149999976158142,32.5,20.0,['Nocturnal'],Viviparous,Not a migrant,Social,No domesticated,Terrestrial,Animalia,No,No,No,No,No,No,Yes,Least concern (LC),Stable,Monogamy,January-February,1.7000000476837158,3.0,2.1666667461395264,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No
recpnEjqLzaFrjjNX,2023-11-04T18:51:13.000Z,Beecroft's flying squirrel,Chordata,Vertebrata,Mammalia,Rodentia,Anomaluridae,Anomalurus,,35310.6015625,,,0.6499999761581421,28.0,,['Nocturnal'],,Not a migrant,Social,No domesticated,Terrestrial,Animalia,No,No,No,No,No,No,Yes,Least concern (LC),,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No
recpouKo5gr0cahGM,2023-11-04T18:49:45.000Z,White-Faced Saki,Chordata,Vertebrata,Mammalia,Primates,Haplorhini,Simiiformes,Pitheciidae,,25.5,,1.9500000476837158,35.5,,['Diurnal'],,Not a migrant,Social,No domesticated,Terrestrial,Animalia,No,No,No,Yes,No,No,No,Least concern (LC),Decreasing,Monogamy,spring,5.300000190734863,,6.0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
recprGYp6qtEPZpBL,2023-11-04T18:51:07.000Z,Long-tongued fruit bat,Chordata,Vertebrata,Mammalia,Chiroptera,Pteropodidae,Macroglossus,,124600.0,,,0.020749999210238457,83.5,,['Nocturnal'],,Not a migrant,Social,No domesticated,Terrestrial,Animalia,No,Yes,No,No,No,No,No,Least concern (LC),Stable,,,,,,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No
recpsKNWObaPj3Ggv,2023-11-04T18:49:39.000Z,Leadbeater's Possum,Chordata,Vertebrata,Mammalia,Marsupialia,Diprotodontia,Petauridae,Gymnobelideus,2000.0,8.25,,0.13500000536441803,15.5,,['Nocturnal'],,Not a migrant,Social,No domesticated,Terrestrial,Animalia,No,No,Yes,No,No,No,No,Critically endangered (CR),Decreasing,Monogamy,"April-June,",0.699999988079071,,12.5,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No
recptiLPDe5v9QuNA,2023-11-04T18:51:00.000Z,Townsend's vole,Chordata,Vertebrata,Mammalia,Rodentia,Cricetidae,Arvicolinae,Microtus,439.3500061035156,,,0.06499999761581421,197.0,,"['Diurnal', 'Nocturnal']",,Not a migrant,Social,No domesticated,Terrestrial,Animalia,No,No,No,No,Yes,No,No,Least concern (LC),Stable,Monogamy,,,,,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,,,,,,No
recpuJuwdzwwtr1mt,2023-11-04T18:48:54.000Z,Coyote,Chordata,Vertebrata,Mammalia,Carnivora,Caniformia,Canidae,Canis,,14.0,64.0,13.5,1.2000000476837158,57.0,"['Nocturnal', 'Diurnal']",Viviparous,,,No domesticated,Terrestrial,Animalia,No,No,No,No,Yes,No,No,Least concern (LC),Increasing,Monogamy,February-March,2.0999999046325684,7.5,1.1666666269302368,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,No
recpvFXxQy6l4DDbF,2023-11-04T18:51:12.000Z,Argentine fat-tailed mouse opossum,Chordata,Vertebrata,Mammalia,Marsupialia,Didelphimorphia,Didelphidae,Thylamys,1474.6500244140625,,,,242.0,,['Nocturnal'],,,Solitary,No domesticated,Terrestrial,Animalia,No,No,No,Yes,No,No,No,Least concern (LC),,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No
recpvQ16OqpSyL9Ew,2023-11-04T18:50:16.000Z,Nile Lechwe,Chordata,Vertebrata,Mammalia,Artiodactyla,Bovidae,Reduncinae,Kobus,32000.0,11.0,,90.0,150.0,92.5,"['Nocturnal', 'Diurnal']",,Not a migrant,Social,No domesticated,Terrestrial,Animalia,No,No,No,No,No,No,Yes,Endangered (EN),Decreasing,Polygyny,year-round,8.0,,,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
recpwdxO4GcdneniT,2023-11-04T18:49:14.000Z,Sika Deer,Chordata,Vertebrata,Mammalia,Artiodactyla,Ruminantia,Cervidae,Cervinae,18500.0,18.5,,67.5,137.5,80.0,['Nocturnal'],Viviparous,,Social,No domesticated,Terrestrial,Animalia,No,Yes,No,No,Yes,No,No,Least concern (LC),Increasing,Polygyny,September-October,7.5,,12.0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No
recpxzD8VuDz9kwmi,2023-11-04T18:50:16.000Z,Indian giant flying squirrel,Chordata,Vertebrata,Mammalia,Rodentia,Sciuridae,Petaurista,,,,,0.8999999761581421,1.0,,['Nocturnal'],,,Solitary,No domesticated,Terrestrial,Animalia,No,Yes,No,No,No,No,No,Least concern (LC),Decreasing,Polygynandry,,1.5,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No
recpzVk8xc7QieBiF,2023-11-04T18:49:23.000Z,Rüppell's Fox,Chordata,Vertebrata,Mammalia,Carnivora,Caniformia,Canidae,Vulpes,,9.5,,4.0,70.0,,['Nocturnal'],,Not a migrant,Social,No domesticated,Terrestrial,Animalia,No,Yes,No,No,No,No,Yes,Least concern (LC),Stable,Monogamy,November,1.7999999523162842,,4.0,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No
recq2B6oyH41Sio7q,2023-11-04T18:50:35.000Z,Turkestan Lynx,Chordata,Vertebrata,Mammalia,Carnivora,Feliformia,Felidae,Lynx,,15.0,,,,,['Nocturnal'],Viviparous,Not a migrant,Solitary,No domesticated,Terrestrial,Animalia,No,Yes,No,No,No,No,No,,,Polygyny,,2.4000000953674316,,10.0,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No
recq6x7z43rZvQEFC,2023-11-04T18:49:52.000Z,Least Chipmunk,Chordata,Vertebrata,Mammalia,Rodentia,Sciuridae,Xerinae,Marmotini,,4.0,8.0,0.045499999076128006,20.350000381469727,,['Diurnal'],Viviparous,Not a migrant,,No domesticated,Terrestrial,Animalia,No,No,No,No,Yes,No,No,Least concern (LC),Stable,,April-May,1.0,,2.0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No
recq8gRzYQ92s8T0q,2023-11-04T18:51:16.000Z,Nelson's pocket mouse,Chordata,Vertebrata,Mammalia,Rodentia,Heteromyidae,Chaetodipus,,,1.5,,0.01425000000745058,180.5,,['Nocturnal'],,Not a migrant,Solitary,No domesticated,Terrestrial,Animalia,No,No,No,No,Yes,No,No,Least concern (LC),Stable,,,1.0,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
recqB4FFkEUrud9Un,2023-11-04T18:49:15.000Z,Alpine Ibex,Chordata,Vertebrata,Mammalia,Artiodactyla,Bovidae,Caprinae,Capra,53000.0,15.5,,67.0,146.0,87.0,"['Nocturnal', 'Diurnal']",,,Social,No domesticated,Terrestrial,Animalia,Yes,No,No,No,No,No,No,Least concern (LC),Stable,Polygyny,starts,6.0,,5.0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No
recqBF6KBMC2TkOzt,2023-11-04T18:51:23.000Z,Arnoux's Beaked Whale,Chordata,Vertebrata,Mammalia,Artiodactyla,Cetacea,Ziphiidae,Berardiinae,,85.0,,8200.0,10.0,,[nan],Viviparous,Migrating,Social,No domesticated,Aquatic,Animalia,No,No,Yes,Yes,No,Yes,Yes,Least concern (LC),,,October-November,17.0,,,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No
recqJ1gBujHqFY9FG,2023-11-04T18:51:20.000Z,Montane fish-eating rat,Chordata,Vertebrata,Mammalia,Rodentia,Cricetidae,Neusticomys,,,,,40.0,207.5,,['Nocturnal'],,,Solitary,No domesticated,Terrestrial,Animalia,No,No,No,Yes,No,No,No,Least concern (LC),Decreasing,,,,,,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No
recqOWfS5stkBN9Z7,2023-11-04T18:51:05.000Z,Little golden-mantled flying fox,Chordata,Vertebrata,Mammalia,Chiroptera,Pteropodidae,Pteropus,,1075.050048828125,,,0.17249999940395355,,,[nan],,,Solitary,No domesticated,Terrestrial,Animalia,No,Yes,No,No,No,No,No,Near Threatened (NT),Decreasing,Polygyny,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No
recqRhszD84OwsXAF,2023-11-04T18:49:56.000Z,Pantropical Spotted Dolphin,Chordata,Vertebrata,Mammalia,Artiodactyla,Cetacea,Delphinidae,Stenella,,45.0,28.0,120.0,2.0999999046325684,,['Nocturnal'],Viviparous,Migrating,Social,No domesticated,Aquatic,Animalia,No,Yes,Yes,Yes,Yes,No,Yes,Least concern (LC),,,Year-round,11.0,,18.0,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,No
recqVCKX6mTBRFyst,2023-11-04T18:49:25.000Z,Bornean Bearded Pig,Chordata,Vertebrata,Mammalia,Artiodactyla,Suidae,Sus,,,14.5,,95.5,137.0,80.0,"['Diurnal', 'Nocturnal']",,Migrating,Social,No domesticated,Terrestrial,Animalia,No,Yes,No,No,No,No,No,Vulnerable (VU),Decreasing,,year-round,3.5,,12.0,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No
recqWrXiRIpNdZsLw,2023-11-04T18:49:48.000Z,Pampas Deer,Chordata,Vertebrata,Mammalia,Artiodactyla,Ruminantia,Cervidae,Capreolinae,30000.0,16.0,,28.0,,65.0,['Diurnal'],,Not a migrant,Social,No domesticated,Terrestrial,Animalia,No,No,No,Yes,No,No,No,Near Threatened (NT),Decreasing,,varies,7.0,,12.0,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No
recqZkWVg3Bmcrh0z,2023-11-04T18:50:43.000Z,Mazama pocket gopher,Chordata,Vertebrata,Mammalia,Rodentia,Geomyidae,Thomomys,,1171.0,,,,208.5,,['Nocturnal'],,,Solitary,No domesticated,Terrestrial,Animalia,No,No,No,No,Yes,No,No,Least concern (LC),Decreasing,,,1.0,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No
recqbvWOdQfMKB7Hy,2023-11-04T18:49:48.000Z,Silver-Haired Bat,Chordata,Vertebrata,Mammalia,Chiroptera,Vespertilionidae,Lasionycteris,,,12.0,,0.009999999776482582,10.0,,['Nocturnal'],Viviparous,Migrating,Solitary,No domesticated,Terrestrial,Animalia,No,No,No,No,Yes,No,No,Least concern (LC),Stable,Polygynandry,,1.7999999523162842,,1.2166666984558105,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No
recqewSVaha3Q5Xz9,2023-11-04T18:50:41.000Z,Granada hare,Chordata,Vertebrata,Mammalia,Lagomorpha,Leporidae,Lepus,,37811.80078125,,,,675.0,,['Nocturnal'],,Not a migrant,Solitary,No domesticated,Terrestrial,Animalia,Yes,No,No,No,No,No,No,Least concern (LC),Stable,Polygynandry,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No
recqhOefEPkCvHAXi,2023-11-04T18:50:31.000Z,Panamanian Night Monkey,Chordata,Vertebrata,Mammalia,Primates,Haplorhini,Simiiformes,Aotidae,,,,0.9024999737739563,,,['Nocturnal'],,Not a migrant,Social,No domesticated,Terrestrial,Animalia,No,No,No,Yes,Yes,No,No,Data deficient (DD),,Monogamy,,4.400000095367432,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
recqkvRVNKFStks3z,2023-11-04T18:48:55.000Z,Red Panda,Chordata,Vertebrata,Mammalia,Carnivora,Caniformia,Ailuridae,Ailurus,18000.0,11.0,38.0,4.599999904632568,57.0,,['Nocturnal'],Viviparous,,Solitary,No domesticated,Terrestrial,Animalia,No,Yes,No,No,No,No,No,Endangered (EN),Decreasing,Polygynandry,January-March,4.0,3.0,7.0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No
recqozKeLU2l9fng1,2023-11-04T18:50:51.000Z,Hairy-eared dwarf lemur,Chordata,Vertebrata,Mammalia,Primates,Strepsirrhini,Lemuroidea,Cheirogaleidae,536.25,,,0.08500000089406967,135.0,,['Nocturnal'],,Not a migrant,Social,No domesticated,Terrestrial,Animalia,No,No,No,No,No,No,Yes,Endangered (EN),Decreasing,Monogamy,,2.0,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
recr1HXm1OcRhlYRP,2023-11-04T18:49:57.000Z,Philippine Long-Tailed Macaque,Chordata,Vertebrata,Mammalia,Primates,Haplorhini,Simiiformes,Cercopithecidae,,22.5,,5.5,1045.0,,['Diurnal'],Viviparous,Not a migrant,Social,No domesticated,Terrestrial,Animalia,No,Yes,No,No,No,No,No,Near Threatened (NT),,Polygynandry,,5.900000095367432,,14.0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No
recr1nwPeOguaEpz3,2023-11-04T18:49:17.000Z,Asian Wild Water Buffalo,Chordata,Vertebrata,Mammalia,Artiodactyla,Bovidae,Bovinae,Bubalus,4000.0,18.5,48.0,950.0,270.0,170.0,"['Diurnal', 'Nocturnal']",Viviparous,Not a migrant,Social,No domesticated,Terrestrial,Animalia,No,Yes,No,No,No,No,No,Endangered (EN),Decreasing,Polygyny,October-November,11.0,,18.0,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No
recr5um3l7MN85PH8,2023-11-04T18:48:58.000Z,Meerkat,Chordata,Vertebrata,Mammalia,Carnivora,Feliformia,Herpestidae,Suricata,500000.0,10.0,32.0,0.800000011920929,30.0,,['Diurnal'],Viviparous,Not a migrant,Social,No domesticated,Terrestrial,Animalia,No,No,No,No,No,No,Yes,Least concern (LC),Stable,Monogamy,"October-April,",2.799999952316284,3.5,3.0,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No
recr5vAUQj3NfIwcU,2023-11-04T18:50:07.000Z,Purple-Faced Langur,Chordata,Vertebrata,Mammalia,Primates,Haplorhini,Simiiformes,Cercopithecidae,,23.0,,7.0,55.5,,['Diurnal'],,Not a migrant,Social,No domesticated,Terrestrial,Animalia,No,Yes,No,No,No,No,No,Endangered (EN),Decreasing,,,6.800000190734863,,7.5,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No
recr9BfR4hoaYvLId,2023-11-04T18:49:03.000Z,Water Buffalo,Chordata,Vertebrata,Mammalia,Artiodactyla,Bovidae,Bovinae,Bubalus,,27.0,,425.0,270.0,126.5,"['Diurnal', 'Nocturnal']",Viviparous,Not a migrant,Social,Domesticated,Terrestrial,Animalia,No,Yes,No,No,No,No,No,Not evaluated (NE),Decreasing,Polygyny,year-round,10.300000190734863,1.0,7.5,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No
recrD0JQVi33MXOEp,2023-11-04T18:50:51.000Z,Sumatran surili,Chordata,Vertebrata,Mammalia,Primates,Haplorhini,Simiiformes,Cercopithecidae,,,,6.0,,,['Diurnal'],,Not a migrant,Social,No domesticated,Terrestrial,Animalia,No,Yes,No,No,No,No,No,Endangered (EN),Decreasing,Polygyny,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No
